id,text,sentiment
2710,"The new update is fantastic, so much better now",positive
2711,Outstanding performance today by the whole team,positive
2712,Just checked the weather forecast for tomorrow,neutral
2713,Cannot believe how bad this service has gotten,negative
2714,"Never buying from this brand again, awful experience",negative
2715,"The app crashes constantly, completely unusable",negative
2716,This product is a complete waste of money,negative
2717,Very frustrated with the constant delays,negative
2718,My flight departs at 6am tomorrow morning,neutral
2719,Feeling motivated and ready to take on the world,positive
2720,"This is the best day ever, feeling fantastic!",positive
2721,The event was attended by over 500 people,neutral
2722,"Just finished an incredible book, highly recommend",positive
2723,"Thrilled with my new purchase, exceeded expectations",positive
2724,"I love this product, absolutely amazing experience!",positive
2725,Very frustrated with the constant delays,negative
2726,"I love this product, absolutely amazing experience!",positive
2727,"Such a letdown, expected so much more",negative
2728,"Extremely disappointed, not what was advertised at all",negative
2729,Just checked the weather forecast for tomorrow,neutral
2730,The package arrived this afternoon,neutral
2731,Downloaded the latest version of the software,neutral
2732,Very frustrated with the constant delays,negative
2733,So grateful for all the support from my friends,positive
2734,"Thrilled with my new purchase, exceeded expectations",positive
2735,"Excellent customer support, resolved my issue immediately",positive
2736,"Horrible quality, broke after just two days",negative
2737,Loving the new features in this app,positive
2738,Downloaded the latest version of the software,neutral
2739,Very frustrated with the constant delays,negative
2740,"I love this product, absolutely amazing experience!",positive
2741,"Just finished an incredible book, highly recommend",positive
2742,The conference starts next Monday in Paris,neutral
2743,"Excellent customer support, resolved my issue immediately",positive
2744,Cannot believe how bad this service has gotten,negative
2745,"Terrible experience with customer service, very disappointed",negative
2746,The event was attended by over 500 people,neutral
2747,"So angry about the hidden fees, total scam",negative
2748,The report will be ready by end of day,neutral
2749,My flight departs at 6am tomorrow morning,neutral
2750,"The new update is fantastic, so much better now",positive
2751,Happy to announce I got the job! Super excited,positive
2752,"Horrible quality, broke after just two days",negative
2753,Very frustrated with the constant delays,negative
2754,"Worst flight I have ever taken, never again",negative
2755,Cannot believe how bad this service has gotten,negative
2756,"Just finished an incredible book, highly recommend",positive
2757,The event was attended by over 500 people,neutral
2758,"The new update is fantastic, so much better now",positive
2759,Disgusted by the lack of response from support,negative
2760,I am going to the store later today,neutral
2761,Outstanding performance today by the whole team,positive
2762,"Just had the most wonderful meal, highly recommend",positive
2763,Loving the new features in this app,positive
2764,"This update ruined everything, reverting immediately",negative
2765,"This update ruined everything, reverting immediately",negative
2766,"Worst flight I have ever taken, never again",negative
2767,Feeling motivated and ready to take on the world,positive
2768,I am going to the store later today,neutral
2769,Updated my profile information on the platform,neutral
2770,Loving the new features in this app,positive
2771,"Worst flight I have ever taken, never again",negative
2772,"Worst flight I have ever taken, never again",negative
2773,"Excellent customer support, resolved my issue immediately",positive
2774,The package arrived this afternoon,neutral
2775,"Waited two hours and still no help, unacceptable",negative
2776,"Never buying from this brand again, awful experience",negative
2777,This product is a complete waste of money,negative
2778,This is the worst decision I have ever made,negative
2779,Just checked the weather forecast for tomorrow,neutral
2780,Currently reading about machine learning,neutral
2781,The new model was released yesterday,neutral
2782,"Terrible experience with customer service, very disappointed",negative
2783,This is the worst decision I have ever made,negative
2784,"Such a letdown, expected so much more",negative
2785,"Horrible quality, broke after just two days",negative
2786,Currently reading about machine learning,neutral
2787,So grateful for all the support from my friends,positive
2788,This is the worst decision I have ever made,negative
2789,Cannot believe how bad this service has gotten,negative
2790,Outstanding performance today by the whole team,positive
2791,The meeting is scheduled for 3pm,neutral
2792,"I love this product, absolutely amazing experience!",positive
2793,"I love this product, absolutely amazing experience!",positive
2794,"Worst flight I have ever taken, never again",negative
2795,Happy to announce I got the job! Super excited,positive
2796,Happy to announce I got the job! Super excited,positive
2797,"So angry about the hidden fees, total scam",negative
2798,Very frustrated with the constant delays,negative
2799,"Waited two hours and still no help, unacceptable",negative
2800,"The new update is fantastic, so much better now",positive
2801,"Just finished an incredible book, highly recommend",positive
2802,Just checked the weather forecast for tomorrow,neutral
2803,Happy to announce I got the job! Super excited,positive
2804,Loving the new features in this app,positive
2805,Happy to announce I got the job! Super excited,positive
2806,Currently reading about machine learning,neutral
2807,This product is a complete waste of money,negative
2808,"Waited two hours and still no help, unacceptable",negative
2809,The meeting is scheduled for 3pm,neutral
2810,"Never buying from this brand again, awful experience",negative
2811,"Great service today, very happy with the results",positive
2812,Updated my profile information on the platform,neutral
2813,Cannot believe how bad this service has gotten,negative
2814,"Beautiful weather today, perfect for a walk",positive
2815,Disgusted by the lack of response from support,negative
2816,"Thrilled with my new purchase, exceeded expectations",positive
2817,"Just finished an incredible book, highly recommend",positive
2818,"Just had the most wonderful meal, highly recommend",positive
2819,The package arrived this afternoon,neutral
2820,"The new update is fantastic, so much better now",positive
2821,Disgusted by the lack of response from support,negative
2822,"Waited two hours and still no help, unacceptable",negative
2823,The event was attended by over 500 people,neutral
2824,The new model was released yesterday,neutral
2825,The team is working on the new feature,neutral
2826,"Excellent customer support, resolved my issue immediately",positive
2827,"Thrilled with my new purchase, exceeded expectations",positive
2828,Disgusted by the lack of response from support,negative
2829,"This is the best day ever, feeling fantastic!",positive
2830,"Waited two hours and still no help, unacceptable",negative
2831,The team is working on the new feature,neutral
2832,The report will be ready by end of day,neutral
2833,The conference starts next Monday in Paris,neutral
2834,"Thrilled with my new purchase, exceeded expectations",positive
2835,Just checked the weather forecast for tomorrow,neutral
2836,This is the worst decision I have ever made,negative
2837,"So angry about the hidden fees, total scam",negative
2838,Disgusted by the lack of response from support,negative
2839,The team is working on the new feature,neutral
2840,"The new update is fantastic, so much better now",positive
2841,Downloaded the latest version of the software,neutral
2842,"Worst flight I have ever taken, never again",negative
2843,"Waited two hours and still no help, unacceptable",negative
2844,Very frustrated with the constant delays,negative
2845,Cannot believe how bad this service has gotten,negative
2846,I am going to the store later today,neutral
2847,The restaurant opens at noon on weekdays,neutral
2848,The conference starts next Monday in Paris,neutral
2849,Best coffee I have ever had this morning,positive
2850,Best coffee I have ever had this morning,positive
2851,Currently reading about machine learning,neutral
2852,"Extremely disappointed, not what was advertised at all",negative
2853,"This update ruined everything, reverting immediately",negative
2854,"Never buying from this brand again, awful experience",negative
2855,Currently reading about machine learning,neutral
2856,My flight departs at 6am tomorrow morning,neutral
2857,Updated my profile information on the platform,neutral
2858,"Horrible quality, broke after just two days",negative
2859,"Such a letdown, expected so much more",negative
2860,Feeling motivated and ready to take on the world,positive
2861,Feeling motivated and ready to take on the world,positive
2862,Cannot believe how bad this service has gotten,negative
2863,The new model was released yesterday,neutral
2864,"Such a letdown, expected so much more",negative
2865,I am going to the store later today,neutral
2866,Happy to announce I got the job! Super excited,positive
2867,"Just finished an incredible book, highly recommend",positive
2868,Feeling motivated and ready to take on the world,positive
2869,"Thrilled with my new purchase, exceeded expectations",positive
2870,The conference starts next Monday in Paris,neutral
2871,Feeling motivated and ready to take on the world,positive
2872,The event was attended by over 500 people,neutral
2873,"Terrible experience with customer service, very disappointed",negative
2874,"The new update is fantastic, so much better now",positive
2875,The restaurant opens at noon on weekdays,neutral
2876,Happy to announce I got the job! Super excited,positive
2877,"This update ruined everything, reverting immediately",negative
2878,"Worst flight I have ever taken, never again",negative
2879,The restaurant opens at noon on weekdays,neutral
2880,Best coffee I have ever had this morning,positive
2881,Updated my profile information on the platform,neutral
2882,Feeling motivated and ready to take on the world,positive
2883,Loving the new features in this app,positive
2884,Cannot believe how bad this service has gotten,negative
2885,"I love this product, absolutely amazing experience!",positive
2886,"This is the best day ever, feeling fantastic!",positive
2887,The conference starts next Monday in Paris,neutral
2888,"Great service today, very happy with the results",positive
2889,"I love this product, absolutely amazing experience!",positive
2890,This is the worst decision I have ever made,negative
2891,"I love this product, absolutely amazing experience!",positive
2892,This is the worst decision I have ever made,negative
2893,Currently reading about machine learning,neutral
2894,"So angry about the hidden fees, total scam",negative
2895,"The new update is fantastic, so much better now",positive
2896,The event was attended by over 500 people,neutral
2897,The report will be ready by end of day,neutral
2898,"Thrilled with my new purchase, exceeded expectations",positive
2899,Downloaded the latest version of the software,neutral
2900,The conference starts next Monday in Paris,neutral
2901,The team is working on the new feature,neutral
2902,Updated my profile information on the platform,neutral
2903,The event was attended by over 500 people,neutral
2904,"This update ruined everything, reverting immediately",negative
2905,Feeling motivated and ready to take on the world,positive
2906,Disgusted by the lack of response from support,negative
2907,"Excellent customer support, resolved my issue immediately",positive
2908,"Just finished an incredible book, highly recommend",positive
2909,"The new update is fantastic, so much better now",positive
2910,"This update ruined everything, reverting immediately",negative
2911,"This update ruined everything, reverting immediately",negative
2912,"Waited two hours and still no help, unacceptable",negative
2913,"Horrible quality, broke after just two days",negative
2914,"Such a letdown, expected so much more",negative
2915,The team is working on the new feature,neutral
2916,"Beautiful weather today, perfect for a walk",positive
2917,"Thrilled with my new purchase, exceeded expectations",positive
2918,Loving the new features in this app,positive
2919,The team is working on the new feature,neutral
2920,My flight departs at 6am tomorrow morning,neutral
2921,Currently reading about machine learning,neutral
2922,"Beautiful weather today, perfect for a walk",positive
2923,"Just had the most wonderful meal, highly recommend",positive
2924,Just checked the weather forecast for tomorrow,neutral
2925,"Waited two hours and still no help, unacceptable",negative
2926,"Horrible quality, broke after just two days",negative
2927,"Just finished an incredible book, highly recommend",positive
2928,Best coffee I have ever had this morning,positive
2929,The restaurant opens at noon on weekdays,neutral
2930,My flight departs at 6am tomorrow morning,neutral
2931,The meeting is scheduled for 3pm,neutral
2932,"Just had the most wonderful meal, highly recommend",positive
2933,This product is a complete waste of money,negative
2934,"Such a letdown, expected so much more",negative
2935,"Never buying from this brand again, awful experience",negative
2936,"Great service today, very happy with the results",positive
2937,Downloaded the latest version of the software,neutral
2938,So grateful for all the support from my friends,positive
2939,"Extremely disappointed, not what was advertised at all",negative
2940,"Just had the most wonderful meal, highly recommend",positive
2941,The package arrived this afternoon,neutral
2942,This is the worst decision I have ever made,negative
2943,Disgusted by the lack of response from support,negative
2944,Best coffee I have ever had this morning,positive
2945,Updated my profile information on the platform,neutral
2946,"The app crashes constantly, completely unusable",negative
2947,The team is working on the new feature,neutral
2948,Happy to announce I got the job! Super excited,positive
2949,Just checked the weather forecast for tomorrow,neutral
2950,"Excellent customer support, resolved my issue immediately",positive
2951,"Horrible quality, broke after just two days",negative
2952,"So angry about the hidden fees, total scam",negative
2953,My flight departs at 6am tomorrow morning,neutral
2954,Very frustrated with the constant delays,negative
2955,"Such a letdown, expected so much more",negative
2956,My flight departs at 6am tomorrow morning,neutral
2957,I am going to the store later today,neutral
2958,This is the worst decision I have ever made,negative
2959,"Such a letdown, expected so much more",negative
2960,Best coffee I have ever had this morning,positive
2961,This is the worst decision I have ever made,negative
2962,"Just finished an incredible book, highly recommend",positive
2963,The report will be ready by end of day,neutral
2964,Outstanding performance today by the whole team,positive
2965,The new model was released yesterday,neutral
2966,Happy to announce I got the job! Super excited,positive
2967,"Extremely disappointed, not what was advertised at all",negative
2968,This is the worst decision I have ever made,negative
2969,The new model was released yesterday,neutral
2970,Very frustrated with the constant delays,negative
2971,Best coffee I have ever had this morning,positive
2972,"Horrible quality, broke after just two days",negative
2973,My flight departs at 6am tomorrow morning,neutral
2974,Happy to announce I got the job! Super excited,positive
2975,"Horrible quality, broke after just two days",negative
2976,"Horrible quality, broke after just two days",negative
2977,The conference starts next Monday in Paris,neutral
2978,Disgusted by the lack of response from support,negative
2979,"Never buying from this brand again, awful experience",negative
2980,Currently reading about machine learning,neutral
2981,"Thrilled with my new purchase, exceeded expectations",positive
2982,"Such a letdown, expected so much more",negative
2983,"This update ruined everything, reverting immediately",negative
2984,Downloaded the latest version of the software,neutral
2985,"Just finished an incredible book, highly recommend",positive
2986,The event was attended by over 500 people,neutral
2987,Feeling motivated and ready to take on the world,positive
2988,Cannot believe how bad this service has gotten,negative
2989,The package arrived this afternoon,neutral
2990,"I love this product, absolutely amazing experience!",positive
2991,"The app crashes constantly, completely unusable",negative
2992,The event was attended by over 500 people,neutral
2993,"The new update is fantastic, so much better now",positive
2994,Currently reading about machine learning,neutral
2995,The package arrived this afternoon,neutral
2996,Cannot believe how bad this service has gotten,negative
2997,Just checked the weather forecast for tomorrow,neutral
2998,"Just finished an incredible book, highly recommend",positive
2999,Currently reading about machine learning,neutral
3000,"Just finished an incredible book, highly recommend",positive
